Index,Rank,Previous Rank,Name,Country/Territory,Region,Size,Focus,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,ISD SCORE,ISD RANK,IRN SCORE,IRN RANK,EO SCORE,EO RANK,SUS SCORE,SUS RANK,Overall SCORE,staff,Column1,Column2,Column3,Total Students,International Students,Total Faculty Staff,Domestic Staff %,Int'l Staff %
1174,1001-1200,1001-1200,University of New Hampshire,United States of America,Americas,L,CO,VH,Public,6.0,701+,9.1,701+,17.7,801+,24.8,644,11.7,801+,4.9,801+,3.9,801+,32.4,801+,13.3,801+,47.1,785=,-,,,,,"13,045",379,916,94%,6%
1175,1001-1200,1001-1200,University of North Carolina at Charlotte,United States of America,Americas,L,CO,VH,Public,6.7,701+,7.0,701+,7.7,801+,19.6,718,15.5,795,13.7,801+,19.7,767,66.4,598,15.3,801+,43.9,801+,-,,,,,"25,162","1,690","1,263",93%,7%
1176,1001-1200,951-1000,University of Parma,Italy,Europe,XL,FC,HI,Public,13.6,701+,5.8,701+,4.5,801+,33.0,551,5.2,801+,16.8,784,22.9,722,63.0,651,12.5,801+,37.0,801+,-,,,,,"30,855",,"1,301",97%,3%
1177,1001-1200,951-1000,University of Regina,Canada,Americas,L,CO,HI,Public,4.7,701+,2.9,701+,5.7,801+,34.3,532,4.0,801+,51.2,400,54.5,376,48.5,801+,6.4,801+,64.2,417=,-,,,,,"14,333","2,689",642,94%,6%
1178,1001-1200,1001-1200,University of Rhode Island,United States of America,Americas,L,CO,VH,Public,7.2,701+,5.7,701+,8.7,801+,26.5,619,7.8,801+,4.3,801+,9.2,801+,53.2,793,15.8,801+,68.0,351=,-,,,,,"16,072",483,904,96%,4%
1179,1001-1200,1001-1200,University of Salento,Italy,Europe,L,CO,VH,Public,6.8,701+,1.9,701+,8.2,801+,41.5,454,1.5,801+,4.5,801+,9.5,801+,71.9,501,3.4,801+,31.9,801+,-,,,,,"13,225",145,756,99%,1%
1181,1001-1200,1001-1200,University of Tabuk,Saudi Arabia,Asia,L,FC,HI,Public,8.8,701+,3.5,701+,27.3,693,6.7,801+,93.7,197,5.5,801+,9.9,801+,42.7,801+,2.8,801+,34.7,801+,-,,,,,"19,888",499,"1,612",63%,37%
1183,1001-1200,1001-1200,University of Texas at San Antonio,United States of America,Americas,L,FC,HI,Public,6.7,701+,6.0,701+,5.8,801+,30.6,581,14.1,801+,4.6,801+,3.7,801+,59.9,694,8.0,801+,44.5,801+,-,,,,,"27,468",872,"1,228",93%,7%
1185,1001-1200,1001-1200,University of the Free State,South Africa,Africa,L,FO,VH,Public,7.2,701+,12.1,701+,4.9,801+,13.8,801+,,,8.3,801+,6.4,801+,93.7,107,18.4,751,41.7,801+,-,,,,,"29,919","1,562","1,250",94%,6%
1186,1001-1200,1001-1200,University of Toledo,United States of America,Americas,L,FC,HI,Public,4.2,701+,4.5,701+,13.8,801+,28.8,598,7.7,801+,21.6,702,16.3,801+,45.4,801+,14.5,801+,39.9,801+,-,,,,,"13,407",,883,95%,5%
1187,1001-1200,1001-1200,University of Tulsa,United States of America,Americas,S,CO,VH,Private not for Profit,2.8,701+,5.3,701+,49.8,387,15.1,801+,20.7,699,39.7,493,45.2,461,22.2,801+,22.5,682,46.7,799=,-,,,,,"3,332",422,424,94%,6%
1188,1001-1200,1001-1200,University of Vermont,United States of America,Americas,L,FC,HI,Public,3.7,701+,6.8,701+,39.8,509,23.0,669,8.8,801+,3.8,801+,8.8,801+,66.2,607,22.3,690,52.0,663=,-,,,,,"13,259",360,"1,247",94%,6%
1189,1001-1200,1001-1200,University of Warmia and Mazury in Olsztyn,Poland,Europe,L,FC,HI,Public,10.8,701+,14.5,701+,42.0,478,7.7,801+,2.6,801+,4.6,801+,9.0,801+,42.6,801+,4.0,801+,43.7,801+,-,,,,,"13,956",457,"1,632",99%,1%
1191,1001-1200,1001-1200,University of Wyoming,United States of America,Americas,M,CO,VH,Public,3.6,701+,2.3,701+,39.4,515,29.6,592,12.6,801+,8.1,801+,13.5,801+,52.0,801+,10.6,801+,43.4,801+,-,,,,,"9,372",449,895,94%,6%
1192,1001-1200,1001-1200,University of Zilina,Slovakia,Europe,M,FO,VH,Public,6.3,701+,7.3,701+,59.5,302,13.9,801+,5.5,801+,12.3,801+,14.7,801+,25.6,801+,5.6,801+,36.5,801+,-,,,,,"7,057",524,893,99%,1%
1193,1001-1200,1001-1200,Utah State University,United States of America,Americas,L,CO,VH,Public,7.4,701+,4.2,701+,8.6,801+,32.8,554,1.1,801+,2.7,801+,2.3,801+,67.2,584,11.3,801+,48.2,751=,-,,,,,"21,339",306,"1,094",100%,
1194,1001-1200,,Van Lang University,Viet Nam,Asia,L,FO,HI,Private for Profit,31.4,392,10.3,701+,28.9,650,2.3,801+,10.6,801+,1.3,801+,5.7,801+,45.3,801+,4.9,801+,,,-,,,,,"25,214",92,"2,059",98%,2%
1196,1001-1200,1001-1200,West Virginia University,United States of America,Americas,L,FC,VH,Public,6.4,701+,7.5,701+,15.0,801+,28.4,603,8.3,801+,8.8,801+,6.8,801+,66.9,591,21.4,700,44.6,801+,-,,,,,"22,703","1,138","1,624",95%,5%
1197,1001-1200,1001-1200,William & Mary,United States of America,Americas,M,CO,VH,Public,10.0,701+,14.9,701+,26.4,708,16.2,779,6.0,801+,9.0,801+,14.7,801+,37.9,801+,38.6,450,44.4,801+,-,,,,,"9,344",569,783,95%,5%
1199,1001-1200,901-950,Yerevan State University,Armenia,Asia,M,CO,HI,Public,8.7,701+,6.0,701+,64.8,271,1.9,801+,8.7,801+,3.0,801+,7.2,801+,21.2,801+,90.0,106,13.3,801+,-,,,,,"11,690","The university consists of 2 institutions, 17 faculties, and a preparatory department for foreign students, covering fields such as law, economics, sciences, humanities, international relations, and philology. YSU also operates a regional branch in Ijevan.","1,544",96%,4%
1200,1001-1200,901-950,Yokohama City University,Japan,Asia,M,FO,VH,Public,3.3,701+,3.7,701+,96.7,64,19.0,730,7.2,801+,6.0,801+,10.0,801+,15.0,801+,3.5,801+,14.5,801+,-,,,,,"5,170",147,949,95%,5%
1201,1001-1200,1001-1200,Yokohama National University,Japan,Asia,M,CO,VH,Public,11.6,701+,24.5,548,22.9,777,11.3,801+,17.2,762,12.5,801+,18.2,792,28.1,801+,22.5,684,41.2,801+,-,,,,,"9,446",,760,92%,8%
1202,1001-1200,1201-1400,Yuan Ze University,Taiwan,Asia,M,CO,VH,Private for Profit,8.6,701+,9.7,701+,13.7,801+,19.7,716,22.2,684,23.0,689,25.9,671,38.9,801+,2.1,801+,42.9,801+,-,,,,,"6,450",647,500,91%,9%
1203,1201-1400,,ADA University,Azerbaijan,Asia,S,SP,LO,Public,8.4,701+,22.4,595,62.3,286,1.3,801+,20.2,710,7.7,801+,11.9,801+,5.2,801+,12.0,801+,,,-,,,,,"2,868",154,124,83%,17%
1204,1201-1400,,"Ahmadu Bello University, Zaria",Nigeria,Africa,XL,CO,HI,,6.3,701+,9.4,701+,10.0,801+,2.2,801+,2.0,801+,1.4,801+,5.8,801+,44.1,801+,80.8,154,28.0,801+,-,,,,,,,,,
1206,1201-1400,1201-1400,Al-Balqa Applied University,Jordan,Asia,L,FC,HI,Public,10.2,701+,15.4,701+,6.0,801+,5.8,801+,15.2,801+,5.2,801+,9.2,801+,46.0,801+,5.5,801+,41.8,801+,-,,,,,"24,118",722,"1,248",94%,6%
1207,1201-1400,,Amman Arab University,Jordan,Asia,S,FO,VH,Private not for Profit,8.4,701+,6.0,701+,13.0,801+,16.0,783,10.6,801+,58.6,349,53.4,384,12.2,801+,5.4,801+,8.9,801+,-,,,,,"3,573",,162,94%,6%
1208,1201-1400,,Ashoka University,India,Asia,S,SP,VH,Private for Profit,10.1,701+,7.2,701+,28.4,672,6.2,801+,20.5,702,7.5,801+,10.9,801+,3.4,801+,1.9,801+,26.3,801+,-,,,,,"2,647",159,253,84%,16%
1209,1201-1400,1201-1400,Ataturk University,Türkiye,Asia,XL,CO,VH,Public,8.1,701+,2.9,701+,4.1,801+,9.7,801+,4.7,801+,20.7,715,26.9,657,49.3,801+,11.3,801+,34.6,801+,-,,,,,"42,757",Read less,"1,637",97%,3%
1210,1201-1400,1201-1400,Bahauddin Zakariya University,Pakistan,Asia,L,CO,VH,Public,8.5,701+,7.8,701+,4.1,801+,30.3,584,,,1.0,801+,1.0,801+,50.8,801+,8.3,801+,25.7,801+,-,,,,,"30,862",10,820,%,%
1211,1201-1400,1201-1400,Beijing Foreign Studies University,China (Mainland),Asia,M,SP,VH,Public,8.4,701+,7.8,701+,42.6,470,2.5,801+,25.4,646,48.4,418,36.1,532,4.4,801+,15.5,801+,10.0,801+,-,,,,,"10,190","1,559",923,88%,12%
1212,1201-1400,1201-1400,Beijing University of Chinese Medicine,China (Mainland),Asia,L,FO,VH,Public,5.7,701+,6.4,701+,44.2,448,14.7,801+,,,13.3,801+,10.1,801+,7.6,801+,4.1,801+,8.4,801+,-,,,,,"11,644",,"1,200",%,%
1214,1201-1400,,Beni-Suef University,Egypt,Africa,XL,FC,HI,Public,8.7,701+,4.1,701+,2.1,801+,11.1,801+,13.7,801+,1.6,801+,6.0,801+,51.5,801+,2.8,801+,39.8,801+,-,,,,,"92,810",350,"2,562",95%,5%
1215,1201-1400,1201-1400,Birzeit university,Palestine,Asia,M,CO,HI,Private not for Profit,12.5,701+,8.5,701+,6.7,801+,5.1,801+,17.9,748,7.4,801+,5.7,801+,20.0,801+,38.3,451,12.3,801+,-,,,,,"11,900",563,580,91%,9%
1216,1201-1400,1001-1200,BRAC University,Bangladesh,Asia,L,CO,HI,Private not for Profit,14.9,701+,33.4,429,11.6,801+,3.6,801+,1.7,801+,1.8,801+,6.2,801+,30.4,801+,4.5,801+,30.0,801+,-,,,,,"17,235",181,"1,071",99%,1%
1217,1201-1400,1201-1400,British University in Egypt,Egypt,Africa,M,FO,VH,Private for Profit,8.4,701+,10.8,701+,36.7,549,4.6,801+,1.8,801+,6.1,801+,10.1,801+,18.4,801+,3.0,801+,20.6,801+,-,,,,,"10,772",329,"1,022",98%,2%
1218,1201-1400,1201-1400,Brock University,Canada,Americas,L,CO,HI,Public,6.7,701+,10.9,701+,4.7,801+,16.6,772,4.2,801+,27.5,621,33.5,570,29.2,801+,6.7,801+,41.5,801+,-,,,,,"9,061","1,332",586,98%,2%
1219,1201-1400,1401+,California Polytechnic State University,United States of America,Americas,L,CO,HI,Public,5.6,701+,20.0,655,9.4,801+,4.9,801+,,,,,,,43.6,801+,19.4,736,32.8,801+,-,,,,,"19,925",,"1,124",%,%
1220,1201-1400,,Can Tho University,Viet Nam,Asia,XL,CO,HI,Public,10.2,701+,6.2,701+,3.1,801+,4.6,801+,65.2,357,1.0,801+,5.5,801+,36.8,801+,6.6,801+,39.7,801+,-,,,,,"38,491",21,"1,217",97%,3%
1221,1201-1400,1001-1200,Canterbury Christ Church University,United Kingdom,Europe,XL,CO,MD,Public,6.8,701+,4.7,701+,5.3,801+,6.8,801+,41.5,487,60.4,340,64.2,309,21.9,801+,2.2,801+,21.7,801+,-,,,,,"17,566","6,951",670,83%,17%
1222,1201-1400,1001-1200,Chang Jung Christian University,Taiwan,Asia,M,CO,HI,Private not for Profit,8.5,701+,4.9,701+,57.0,323,2.6,801+,8.2,801+,9.3,801+,12.6,801+,6.0,801+,2.2,801+,34.9,801+,-,,,,,"6,546",340,764,95%,5%
1223,1201-1400,1201-1400,China University of Political Science and Law,China (Mainland),Asia,L,FO,MD,Public,3.5,701+,62.2,181,11.1,801+,1.5,801+,5.0,801+,2.2,801+,6.8,801+,7.9,801+,9.6,801+,10.2,801+,-,,,,,"17,222",,"1,038",97%,3%
1268,1201-1400,1201-1400,National Taiwan Ocean University,Taiwan,Asia,M,FO,VH,Public,7.7,701+,6.3,701+,16.0,801+,18.5,745,10.2,801+,13.9,801+,16.6,801+,18.6,801+,4.1,801+,55.7,582=,-,,,,,"8,322",,578,94%,6%
1269,1201-1400,1001-1200,National University of Kyiv-Mohyla Academy (NaUKMA),Ukraine,Europe,S,FO,VH,Public,5.6,701+,26.8,512,57.1,322,1.5,801+,2.6,801+,1.3,801+,5.7,801+,6.1,801+,29.9,550,16.5,801+,-,,,,,"4,850",14,576,99%,1%
1270,1201-1400,,New Mexico State University,United States of America,Americas,L,CO,VH,,6.6,701+,6.8,701+,13.0,801+,21.3,695,10.4,801+,10.0,801+,7.7,801+,38.6,801+,10.8,801+,43.0,801+,-,,,,,,,,,
1271,1201-1400,1201-1400,Novosibirsk State Technical University,Russian Federation,Europe,L,FO,VH,Public,5.7,701+,11.1,701+,27.7,686,2.8,801+,2.0,801+,56.7,366,55.2,372,11.6,801+,7.3,801+,15.2,801+,-,,,,,"10,778",,998,99%,1%
1272,1201-1400,1201-1400,Odessa I.I.Mechnikov National University,Ukraine,Europe,M,FO,HI,Public,3.9,701+,6.3,701+,70.5,224,1.6,801+,2.2,801+,6.1,801+,10.1,801+,12.9,801+,16.8,790,15.5,801+,-,,,,,"5,315",211,831,99%,1%
1274,1201-1400,,Ozyegin University,Türkiye,Asia,M,FO,VH,Private not for Profit,6.6,701+,16.1,701+,10.2,801+,10.1,801+,14.7,801+,33.5,552,38.7,510,18.4,801+,2.6,801+,45.1,801+,-,,,,,"6,597",427,349,92%,8%
1275,1201-1400,,Palestine Technical University - Kadoorie,Palestine,Asia,S,CO,HI,Public,9.4,701+,9.1,701+,29.8,637,3.5,801+,66.5,351,16.4,791,17.5,801+,18.0,801+,12.0,801+,6.1,801+,-,,,,,"5,991",460,423,79%,21%
1276,1201-1400,1201-1400,Pondicherry University,India,Asia,M,CO,VH,Public,5.1,701+,3.4,701+,7.4,801+,33.4,545,2.3,801+,1.6,801+,6.0,801+,34.7,801+,3.2,801+,47.1,785=,-,,,,,"9,769",27,477,99%,1%
1279,1201-1400,,Pratt Institute,United States of America,Americas,M,FO,HI,Private not for Profit,6.9,701+,7.0,701+,47.5,413,1.7,801+,7.5,801+,95.6,120,71.1,262,2.1,801+,7.1,801+,10.1,801+,-,,,,,,,,,
1280,1201-1400,1201-1400,Pukyong National University,Republic of Korea,Asia,L,CO,VH,Public,9.4,701+,6.0,701+,21.2,801+,13.6,801+,6.6,801+,13.9,801+,10.6,801+,33.9,801+,1.7,801+,58.6,530=,-,,,,,"16,130",,"1,575",95%,5%
1281,1201-1400,951-1000,"Queen Margaret University , Edinburgh",United Kingdom,Europe,M,FO,HI,Public,4.3,701+,6.5,701+,6.3,801+,19.1,729,68.4,341,67.4,293,70.6,265,3.5,801+,1.0,801+,18.6,801+,-,,,,,"4,702","1,308",239,76%,24%
1282,1201-1400,,Riphah International University,Pakistan,Asia,L,CO,HI,Private not for Profit,13.8,701+,8.2,701+,26.2,712,6.4,801+,2.2,801+,1.5,801+,5.9,801+,51.8,801+,3.2,801+,32.3,801+,-,,,,,"26,729",112,"1,337",100%,
1284,1201-1400,1201-1400,Saken Seifullin Kazakh Agrotechnical University,Kazakhstan,Asia,M,FO,HI,Private not for Profit,10.2,701+,18.0,701+,42.2,475,1.5,801+,23.5,669,9.4,801+,12.5,801+,3.6,801+,4.2,801+,36.7,801+,-,,,,,"8,904",441,"1,166",92%,8%
1285,1201-1400,1001-1200,Samara National Research University (Samara University),Russian Federation,Europe,M,CO,VH,Public,4.0,701+,3.7,701+,74.6,199,3.2,801+,2.9,801+,22.3,696,27.1,652,19.5,801+,13.2,801+,30.6,801+,-,,,,,"9,427",974,"1,338",98%,2%
1287,1201-1400,1201-1400,Seattle University,United States of America,Americas,M,CO,HI,Private not for Profit,6.6,701+,14.0,701+,40.5,498,3.2,801+,1.7,801+,22.1,698,28.3,636,6.0,801+,15.3,801+,42.5,801+,-,,,,,"6,033",648,605,99%,1%
1288,1201-1400,,Selcuk University,Türkiye,Asia,L,CO,VH,Public,7.5,701+,3.7,701+,23.7,757,7.3,801+,2.4,801+,23.6,682,29.7,619,53.8,786,13.6,801+,45.7,801+,-,,,,,"47,198","1,945","2,663",%,%
1289,1201-1400,1201-1400,Shanghai International Studies University,China (Mainland),Asia,L,SP,VH,Public,7.2,701+,6.4,701+,21.7,801+,3.3,801+,33.8,546,40.0,491,29.9,618,10.8,801+,9.3,801+,9.4,801+,-,,,,,"12,627",CORE VALUES,985,88%,12%
1290,1201-1400,1201-1400,Shanghai University of Finance and Economics,China (Mainland),Asia,L,SP,VH,Public,5.8,701+,15.1,701+,12.2,801+,9.9,801+,20.4,706,3.6,801+,8.7,801+,14.1,801+,48.0,360,32.0,801+,-,,,,,"17,634",412,"1,104",90%,10%
1291,1201-1400,1001-1200,Shinshu University,Japan,Asia,M,FC,VH,Public,4.7,701+,4.9,701+,39.9,507,20.2,709,6.8,801+,4.7,801+,8.8,801+,25.2,801+,3.4,801+,24.6,801+,-,,,,,"10,798",335,"1,086",95%,5%
1293,1201-1400,1201-1400,"Siksha ‘O’ Anusandhan (Deemed to be University), SOA",India,Asia,L,FO,VH,Private not for Profit,8.2,701+,5.5,701+,41.6,485,11.4,801+,3.2,801+,4.0,801+,8.2,801+,28.7,801+,1.7,801+,35.8,801+,-,,,,,"11,066",281,"1,107",98%,2%
1294,1201-1400,1001-1200,Slovak University of Agriculture in Nitra,Slovakia,Europe,S,SP,HI,Public,8.9,701+,10.6,701+,36.7,547,15.5,794,8.8,801+,8.9,801+,12.3,801+,28.5,801+,5.7,801+,24.9,801+,-,,,,,"4,168",215,377,94%,6%
1295,1201-1400,1201-1400,Sookmyung Women's University,Republic of Korea,Asia,M,CO,HI,Private for Profit,6.9,701+,9.7,701+,46.8,422,4.9,801+,4.8,801+,5.0,801+,9.3,801+,6.1,801+,1.9,801+,39.8,801+,-,,,,,"10,923",266,"1,677",97%,3%
1296,1201-1400,1201-1400,Suranaree University of Technology,Thailand,Asia,L,FC,HI,Public,10.2,701+,6.5,701+,5.9,801+,16.7,768,7.4,801+,2.4,801+,6.7,801+,27.3,801+,3.2,801+,44.6,801+,-,,,,,"13,181",178,616,95%,5%
1297,1201-1400,1001-1200,Taibah University,Saudi Arabia,Asia,XL,FC,HI,Public,9.2,701+,4.3,701+,7.6,801+,7.4,801+,90.6,221,3.6,801+,8.2,801+,38.0,801+,2.5,801+,32.5,801+,-,,,,,"50,755",,"2,472",63%,37%
1298,1201-1400,1201-1400,Tamkang University,Taiwan,Asia,L,CO,HI,Private for Profit,7.8,701+,9.9,701+,5.2,801+,11.0,801+,8.0,801+,11.6,801+,16.4,801+,24.6,801+,35.6,484,45.7,801+,-,,,,,"22,213","1,690","1,108",95%,5%
1299,1201-1400,1201-1400,Tanta University,Egypt,Africa,XL,FC,HI,Public,7.7,701+,9.8,701+,7.2,801+,4.0,801+,1.5,801+,3.0,801+,7.3,801+,73.3,484,5.7,801+,48.1,757=,-,,,,,"129,703","1,421","6,420",99%,1%
1300,1201-1400,,Tashkent State Transport University,Uzbekistan,Asia,L,FO,HI,Public,19.3,640,10.8,701+,24.7,740,1.3,801+,3.5,801+,2.3,801+,6.5,801+,2.0,801+,9.2,801+,30.1,801+,-,,,,,,,,,
1301,1201-1400,1201-1400,Technical University of Cluj-Napoca,Romania,Europe,L,SP,VH,Public,5.8,701+,10.7,701+,10.5,801+,8.2,801+,4.0,801+,5.6,801+,10.1,801+,46.5,801+,5.1,801+,42.1,801+,-,,,,,"17,841",576,"1,055",98%,2%
1302,1201-1400,1201-1400,Technical University of Liberec,Czechia,Europe,M,CO,VH,Public,5.6,701+,5.0,701+,43.9,452,9.3,801+,15.6,789,14.9,801+,18.7,785,28.5,801+,2.5,801+,15.7,801+,-,,,,,"5,565",469,559,92%,8%
1305,1201-1400,1201-1400,"The ""Gheorghe Asachi"" Technical University of Iasi",Romania,Europe,L,SP,VH,Public,6.5,701+,14.5,701+,3.8,801+,10.0,801+,,,8.6,801+,6.6,801+,49.3,801+,5.3,801+,22.7,801+,-,,,,,"16,494",893,559,%,%
1308,1201-1400,1401+,"The University of Notre Dame, Australia",Australia,Oceania,M,FC,HI,Private not for Profit,3.4,701+,5.9,701+,6.3,801+,10.2,801+,53.7,421,21.9,700,28.0,637,11.5,801+,1.7,801+,34.1,801+,-,,,,,"8,146",·        Bachelor’s degrees,433,72%,28%
1309,1201-1400,,Tishk International University,Iraq,Asia,M,CO,HI,Private for Profit,13.4,701+,4.0,701+,8.0,801+,11.8,801+,74.2,318,1.6,801+,5.9,801+,33.5,801+,5.9,801+,17.3,801+,-,,,,,,"The teaching language at Tishk International
University is English, except the law program which is based on the Arabic
language. Also, Tishk International University has adopted the European Credit
Transfer System (ECTS) to assess the achievement of expected learning outcomes.
At TIU the academic year is divided into two main terms: fall and spring. In
addition, the University offers intensive summer schools which allow students
to study a number of courses and cover the required credits.",,,
1310,1201-1400,1201-1400,Tokai University,Japan,Asia,L,FC,HI,Private not for Profit,12.8,701+,9.0,701+,18.1,801+,5.4,801+,7.7,801+,5.3,801+,4.2,801+,28.8,801+,3.4,801+,34.4,801+,-,,,,,"28,535",Read less,"2,079",95%,5%
1311,1201-1400,1001-1200,Tokushima University,Japan,Asia,M,SP,VH,Public,5.4,701+,3.2,701+,70.1,231,10.2,801+,3.3,801+,3.8,801+,7.8,801+,18.2,801+,6.4,801+,23.3,801+,-,,,,,"7,467",184,966,98%,2%
1312,1201-1400,1201-1400,Tomas Bata University in Zlin,Czechia,Europe,M,CO,HI,Public,6.1,701+,10.3,701+,13.6,801+,11.1,801+,33.1,552,30.7,583,35.5,542,31.2,801+,5.1,801+,26.2,801+,-,,,,,"8,600",,539,87%,13%
1313,1201-1400,1201-1400,Transilvania University of Brasov,Romania,Europe,L,FC,HI,Public,9.0,701+,10.2,701+,8.4,801+,7.1,801+,5.0,801+,3.8,801+,8.9,801+,69.6,538,5.3,801+,32.2,801+,-,,,,,"17,660",401,878,95%,5%
1314,1201-1400,1201-1400,Tunghai University,Taiwan,Asia,L,FO,VH,Private for Profit,10.1,701+,9.2,701+,6.7,801+,13.1,801+,13.5,801+,17.8,765,21.7,735,28.2,801+,21.9,696,47.5,774=,-,,,,,"15,438","1,312",741,93%,7%
1315,1201-1400,,UCAM Universidad Católica San Antonio de Murcia,Spain,Europe,L,FO,VH,,9.6,701+,5.6,701+,9.9,801+,7.5,801+,14.6,801+,43.8,460,49.0,425,23.9,801+,1.8,801+,41.4,801+,-,,,,,,IELTSTOEFL... Read more,,,
1321,1201-1400,1201-1400,Universidad Católica del Norte,Chile,Americas,M,FC,HI,Private not for Profit,5.7,701+,5.0,701+,10.9,801+,9.3,801+,21.9,688,8.5,801+,6.5,801+,45.0,801+,2.5,801+,53.0,646=,-,,,,,"11,651",533,655,91%,9%
1326,1201-1400,1001-1200,Universidad de Lima,Peru,Americas,L,SP,HI,Private not for Profit,14.1,701+,31.8,450,6.8,801+,1.7,801+,3.7,801+,3.7,801+,8.1,801+,11.3,801+,30.3,548,33.9,801+,-,,,,,"15,765",,678,97%,3%
1331,1201-1400,1001-1200,Universidad del Norte,Colombia,Americas,M,FC,HI,Private not for Profit,13.2,701+,14.3,701+,12.7,801+,6.0,801+,8.5,801+,1.7,801+,6.0,801+,27.1,801+,10.8,801+,44.2,801+,-,,,,,"11,730",126,787,94%,6%
1332,1201-1400,,Universidad del Valle de Guatemala (UVG),Guatemala,Americas,M,CO,MD,Private not for Profit,6.5,701+,11.0,701+,61.9,288,1.4,801+,9.4,801+,3.2,801+,7.4,801+,5.6,801+,15.3,801+,11.0,801+,-,,,,,"4,492",,468,95%,5%
1335,1201-1400,1201-1400,Universidad Nacional Costa Rica,Costa Rica,Americas,L,CO,MD,Public,13.5,701+,18.4,698,17.5,801+,2.2,801+,13.1,801+,4.1,801+,3.3,801+,16.8,801+,11.4,801+,23.3,801+,-,,,,,"15,983",418,"1,119",93%,7%
1337,1201-1400,1001-1200,Universidad Nacional de Cuyo,Argentina,Americas,XL,FC,HI,Public,17.8,684,10.7,701+,23.9,754,2.8,801+,2.1,801+,11.6,801+,8.9,801+,26.5,801+,14.8,801+,43.7,801+,-,,,,,"35,241","3,896","3,064",99%,1%
1339,1201-1400,1001-1200,Universidad Nacional de San Luis,Argentina,Americas,L,FO,HI,Public,3.9,701+,2.0,701+,84.8,136,1.4,801+,,,,,,,10.1,801+,1.5,801+,18.0,801+,-,,,,,"18,314",,"3,043",%,%
1341,1201-1400,1201-1400,Universidad Nacional del Litoral,Argentina,Americas,XL,CO,HI,Public,18.1,674,10.1,701+,3.1,801+,4.1,801+,6.6,801+,1.5,801+,1.4,801+,26.8,801+,7.1,801+,41.0,801+,-,,,,,"45,081",260,"1,434",96%,4%
1342,1201-1400,1201-1400,Universidad Peruana de Ciencias Aplicadas (UPC),Peru,Americas,XL,FO,HI,Private not for Profit,17.8,689,26.8,511,4.7,801+,1.4,801+,17.1,766,2.1,801+,1.8,801+,10.1,801+,4.8,801+,32.0,801+,-,,,,,"63,272",739,"2,469",91%,9%
1343,1201-1400,1001-1200,Universidad Tecnológica de Panamá (UTP),Panama,Americas,L,CO,MD,Public,9.5,701+,19.9,661,38.2,531,1.2,801+,4.9,801+,8.0,801+,12.0,801+,5.2,801+,7.3,801+,24.5,801+,-,,,,,"18,547",859,"1,953",97%,3%
1344,1201-1400,1001-1200,Universidad Tecnológica Nacional (UTN),Argentina,Americas,XL,SP,HI,Public,5.2,701+,19.2,678,56.6,327,1.2,801+,,,3.8,801+,3.1,801+,10.9,801+,9.2,801+,19.1,801+,-,,,,,"71,152",810,"8,202",%,%
1345,1201-1400,1201-1400,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,Americas,XL,FC,HI,Public,13.2,701+,6.5,701+,22.6,780,4.0,801+,4.8,801+,1.4,801+,1.3,801+,48.0,801+,22.6,680,31.8,801+,-,,,,,"38,000",140,"3,007",97%,3%
1346,1201-1400,1201-1400,Universidade Federal da Bahia,Brazil,Americas,XL,FC,HI,Public,13.5,701+,5.0,701+,11.8,801+,5.7,801+,6.9,801+,2.0,801+,1.8,801+,48.7,801+,20.6,715,41.4,801+,-,,,,,"42,633",438,"2,629",96%,4%
1347,1201-1400,1001-1200,Universidade Federal de Pernambuco (UFPE),Brazil,Americas,XL,FC,HI,Public,16.0,701+,4.4,701+,20.3,801+,7.6,801+,4.8,801+,1.4,801+,5.9,801+,58.3,713,6.8,801+,36.1,801+,-,,,,,"36,371",161,"2,768",99%,1%
1348,1201-1400,1201-1400,Universidade Federal de Santa Maria,Brazil,Americas,L,FC,HI,Public,7.0,701+,2.2,701+,25.0,734,9.9,801+,2.9,801+,2.1,801+,6.5,801+,52.5,800,8.4,801+,55.7,582=,-,,,,,"26,958",285,"2,217",98%,2%
1350,1201-1400,1201-1400,Universidade Federal do Ceará (UFC),Brazil,Americas,XL,FC,HI,Public,11.3,701+,4.8,701+,7.9,801+,10.1,801+,1.5,801+,1.7,801+,6.1,801+,41.7,801+,8.0,801+,36.2,801+,-,,,,,"40,364",256,"1,996",99%,1%
1351,1201-1400,1001-1200,Universidade Federal Fluminense,Brazil,Americas,XL,FC,HI,Public,12.5,701+,3.1,701+,17.4,801+,6.4,801+,8.8,801+,1.3,801+,5.8,801+,57.0,736,17.6,770,55.7,582=,-,,,,,"44,292",185,"3,156",95%,5%
1352,1201-1400,1201-1400,Universidade Presbiteriana Mackenzie,Brazil,Americas,M,CO,HI,Private not for Profit,5.8,701+,12.6,701+,19.5,801+,3.8,801+,2.3,801+,1.1,801+,5.6,801+,13.8,801+,56.4,295,18.1,801+,-,,,,,"8,176",12,674,98%,2%
